,Name,Authlink
119,BEHAVIOURAL ANALYTICS: A PREVENTATIVE MEANS FOR THE FUTURE OF POLICING,https://pureportal.coventry.ac.uk/en/publications/behavioural-analytics-a-preventative-means-for-the-future-of-poli
120,COMPONENTS REUSE IN THE BUILDING SECTOR – A SYSTEMATIC REVIEW,https://pureportal.coventry.ac.uk/en/publications/components-reuse-in-the-building-sector-a-systematic-review
121,CONSTRUCTING GENE REGULATORY NETWORKS FROM MICROARRAY DATA USING NON-GAUSSIAN PAIR-COPULA BAYESIAN NETWORKS,https://pureportal.coventry.ac.uk/en/publications/constructing-gene-regulatory-networks-from-microarray-data-using-
122,CONTEMPORARY ISSUES FOR THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS IN IRELAND AND THE UNITED KINGDOM,https://pureportal.coventry.ac.uk/en/publications/contemporary-issues-for-the-church-of-jesus-christ-of-latter-day-
123,COPULA-BASED PROBABILISTIC ASSESSMENT OF INTENSITY AND DURATION OF COLD EPISODES: A CASE STUDY OF MALAYER VINEYARD REGION,https://pureportal.coventry.ac.uk/en/publications/copula-based-probabilistic-assessment-of-intensity-and-duration-o
124,DIGITAL TWIN TECHNOLOGIES AND SMART CITIES,https://pureportal.coventry.ac.uk/en/publications/digital-twin-technologies-and-smart-cities
125,EFFECTIVE CAPACITY ANALYSIS OVER GENERALIZED COMPOSITE FADING CHANNELS,https://pureportal.coventry.ac.uk/en/publications/effective-capacity-analysis-over-generalized-composite-fading-cha
126,ENERGY OPTIMIZATION ON JOINT TASK COMPUTATION USING GENETIC ALGORITHM,https://pureportal.coventry.ac.uk/en/publications/energy-optimization-on-joint-task-computation-using-genetic-algor
127,"EVALUATING ASSUMPTIONS OF SCALES FOR SUBJECTIVE ASSESSMENT OF THERMAL ENVIRONMENTS – DO LAYPERSONS PERCEIVE THEM THE WAY, WE RESEARCHERS BELIEVE?",https://pureportal.coventry.ac.uk/en/publications/evaluating-assumptions-of-scales-for-subjective-assessment-of-the
128,FARM AREA SEGMENTATION IN SATELLITE IMAGES USING DEEPLABV3+ NEURAL NETWORKS,https://pureportal.coventry.ac.uk/en/publications/farm-area-segmentation-in-satellite-images-using-deeplabv3-neural
129,GENERATION OF PEDESTRIAN POSE STRUCTURES USING GENERATIVE ADVERSARIAL NETWORKS,https://pureportal.coventry.ac.uk/en/publications/generation-of-pedestrian-pose-structures-using-generative-adversa
130,GEOMETRICAL FRUSTRATION IN INTERACTING SELF-AVOIDING WALK MODELS OF POLYMERS IN DILUTE SOLUTION,https://pureportal.coventry.ac.uk/en/publications/geometrical-frustration-in-interacting-self-avoiding-walk-models-
131,INDIVIDUAL AND COMMUNITY-LEVEL BENEFITS OF PREP IN WESTERN KENYA AND SOUTH AFRICA: IMPLICATIONS FOR POPULATION PRIORITIZATION OF PREP PROVISION,https://pureportal.coventry.ac.uk/en/publications/individual-and-community-level-benefits-of-prep-in-western-kenya-
132,INDOOR VISIBLE LIGHT COMMUNICATION: A TUTORIAL AND SURVEY,https://pureportal.coventry.ac.uk/en/publications/indoor-visible-light-communication-a-tutorial-and-survey
133,IO-VNBD: INERTIAL AND ODOMETRY BENCHMARK DATASET FOR GROUND VEHICLE POSITIONING,https://pureportal.coventry.ac.uk/en/publications/io-vnbd-inertial-and-odometry-benchmark-dataset-for-ground-vehicl
134,IS MODELLING COMPLEXITY ALWAYS NEEDED? INSIGHTS FROM MODELLING PREP INTRODUCTION IN SOUTH AFRICA,https://pureportal.coventry.ac.uk/en/publications/is-modelling-complexity-always-needed-insights-from-modelling-pre
135,NONLINEAR SYSTEM IDENTIFICATION OF NEURAL SYSTEMS FROM NEUROPHYSIOLOGICAL SIGNALS,https://pureportal.coventry.ac.uk/en/publications/nonlinear-system-identification-of-neural-systems-from-neurophysi
136,ON SHADOWING THE Κ-Μ FADING MODEL,https://pureportal.coventry.ac.uk/en/publications/on-shadowing-the-%CE%BA-%CE%BC-fading-model
137,ON THE FUNCTIONAL CENTRAL LIMIT THEOREM FOR FIRST PASSAGE TIME OF NONLINEAR SEMI-MARKOV REWARD PROCESSES,https://pureportal.coventry.ac.uk/en/publications/on-the-functional-central-limit-theorem-for-first-passage-time-of
138,OPINION EVIDENCE IN CELL SITE ANALYSIS,https://pureportal.coventry.ac.uk/en/publications/opinion-evidence-in-cell-site-analysis
139,POLYMER IN WEDGE-SHAPED CONFINEMENT: EFFECT ON THE Θ  TEMPERATURE,https://pureportal.coventry.ac.uk/en/publications/polymer-in-wedge-shaped-confinement-effect-on-the-%CE%B8-temperature
140,QUANTIFYING EARLY COVID-19 OUTBREAK TRANSMISSION IN SOUTH AFRICA AND EXPLORING VACCINE EFFICACY SCENARIOS,https://pureportal.coventry.ac.uk/en/publications/quantifying-early-covid-19-outbreak-transmission-in-south-africa-
141,SAFEGUARDING GAINS IN THE SEXUAL AND REPRODUCTIVE HEALTH AND AIDS RESPONSE AMIDST COVID-19: THE ROLE OF AFRICAN CIVIL SOCIETY,https://pureportal.coventry.ac.uk/en/publications/safeguarding-gains-in-the-sexual-and-reproductive-health-and-aids
142,SOME COMPUTATIONAL CONSIDERATIONS FOR KERNEL-BASED SUPPORT VECTOR MACHINE,https://pureportal.coventry.ac.uk/en/publications/some-computational-considerations-for-kernel-based-support-vector
143,SPATIOTEMPORAL TRANSMISSION DYNAMICS OF THE COVID-19 PANDEMIC AND ITS IMPACT ON CRITICAL HEALTHCARE CAPACITY,https://pureportal.coventry.ac.uk/en/publications/spatiotemporal-transmission-dynamics-of-the-covid-19-pandemic-and
144,STEMMING CHOLERA TIDES IN ZIMBABWE THROUGH MASS VACCINATION,https://pureportal.coventry.ac.uk/en/publications/stemming-cholera-tides-in-zimbabwe-through-mass-vaccination
145,"THE EMPTY WOMB, THE UNANSWERED PRAYER: FEMALE INFERTILITY AND INVOLUNTARY CHILDLESSNESS IN BRITISH MORMON COMMUNITIES",https://pureportal.coventry.ac.uk/en/publications/the-empty-womb-the-unanswered-prayer-female-infertility-and-invol
146,THE IMPACT OF PHYSICAL EXERCISE ON THE FATIGUE SYMPTOMS IN PATIENTS WITH MULTIPLE SCLEROSIS: A SYSTEMATIC REVIEW AND META-ANALYSIS,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-physical-exercise-on-the-fatigue-symptoms-in-patien
147,"THE INFLUENCE OF ACCLIMATIZATION, AGE AND GENDER-RELATED DIFFERENCES ON THERMAL PERCEPTION IN UNIVERSITY BUILDINGS: CASE STUDIES IN SCOTLAND AND ENGLAND",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-acclimatization-age-and-gender-related-differenc
148,THE PREVALENCE OF RESTLESS LEGS SYNDROME/WILLIS-EKBOM DISEASE (RLS/WED) IN THE THIRD TRIMESTER OF PREGNANCY: A SYSTEMATIC REVIEW,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-restless-legs-syndromewillis-ekbom-disease-rlsw
149,THE PREVALENCE OF SEVERE DEPRESSION IN IRANIAN OLDER ADULT: A META-ANALYSIS AND META-REGRESSION,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-severe-depression-in-iranian-older-adult-a-meta
150,THE PREVALENCE OF SLEEP DISTURBANCES AMONG PHYSICIANS AND NURSES FACING THE COVID-19 PATIENTS: A SYSTEMATIC REVIEW AND META-ANALYSIS,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-sleep-disturbances-among-physicians-and-nurses-
151,"THE PREVALENCE OF STRESS, ANXIETY AND DEPRESSION WITHIN FRONT-LINE HEALTHCARE WORKERS CARING FOR COVID-19 PATIENTS: A SYSTEMATIC REVIEW AND META-REGRESSION",https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-stress-anxiety-and-depression-within-front-line
152,TIME TO SCALE UP PREEXPOSURE PROPHYLAXIS BEYOND THE HIGHEST-RISK POPULATIONS? MODELING INSIGHTS FROM HIGH-RISK WOMEN IN SUB-SAHARAN AFRICA,https://pureportal.coventry.ac.uk/en/publications/time-to-scale-up-preexposure-prophylaxis-beyond-the-highest-risk-
153,"UNDERSTANDING HOUSEHOLD FUEL CHOICE BEHAVIOUR IN THE AMAZONAS STATE, BRAZIL: EFFECTS OF VALIDATION AND FEATURE SELECTION",https://pureportal.coventry.ac.uk/en/publications/understanding-household-fuel-choice-behaviour-in-the-amazonas-sta
154,VEHICULAR LOCALISATION AT HIGH AND LOW ESTIMATION RATES DURING GNSS OUTAGES: A DEEP LEARNING APPROACH,https://pureportal.coventry.ac.uk/en/publications/vehicular-localisation-at-high-and-low-estimation-rates-during-gn
155,CELL SITE ANALYSIS: ROLES AND INTERPRETATION,https://pureportal.coventry.ac.uk/en/publications/cell-site-analysis-roles-and-interpretation
156,MASS TRANSPIRATION IN MAGNETO-HYDRODYNAMIC BOUNDARY LAYER FLOW OVER A SUPERLINEAR STRETCHING SHEET EMBEDDED IN POROUS MEDIUM WITH SLIP,https://pureportal.coventry.ac.uk/en/publications/mass-transpiration-in-magneto-hydrodynamic-boundary-layer-flow-ov
157,REMOTE SENSING TECHNOLOGIES AND ENERGY APPLICATIONS IN REFUGEE CAMPS,https://pureportal.coventry.ac.uk/en/publications/remote-sensing-technologies-and-energy-applications-in-refugee-ca
158,SPONTANEOUS FRUIT FLY OPTIMISATION FOR TRUSS WEIGHT MINIMISATION: PERFORMANCE EVALUATION BASED ON THE NO FREE LUNCH THEOREM,https://pureportal.coventry.ac.uk/en/publications/spontaneous-fruit-fly-optimisation-for-truss-weight-minimisation-
159,"THE SCALES PROJECT, A CROSS-NATIONAL DATASET ON THE INTERPRETATION OF THERMAL PERCEPTION SCALES",https://pureportal.coventry.ac.uk/en/publications/the-scales-project-a-cross-national-dataset-on-the-interpretation
160,ALGEBRAIC TOOLS IN THE STUDY OF MULTISTATIONARITY OF CHEMICAL REACTION NETWORKS,https://pureportal.coventry.ac.uk/en/publications/algebraic-tools-in-the-study-of-multistationarity-of-chemical-rea
161,AMONG THE LAST ONES TO LEAVE? UNDERSTANDING THE JOURNEYS OF MUSLIM CHILDREN IN THE CARE SYSTEM IN ENGLAND,https://pureportal.coventry.ac.uk/en/publications/among-the-last-ones-to-leave-understanding-the-journeys-of-muslim
162,DISCRETE WEIGHTED EXPONENTIAL DISTRIBUTION OF THE SECOND TYPE: PROPERTIES AND APPLICATIONS,https://pureportal.coventry.ac.uk/en/publications/discrete-weighted-exponential-distribution-of-the-second-type-pro
163,H*PT: 一种鼓励质量平衡产量的 H 型指数,https://pureportal.coventry.ac.uk/en/publications/hpt-an-h-type-index-encouraging-quality-and-balancing-productivit
164,基于城市群的空气质量数据的可视分析方法研究,https://pureportal.coventry.ac.uk/en/publications/urban-agglomerations-based-visual-analysis-of-air-quality-data
165,MAJOR DIFFERENCES OF CLOUD COMPUTING ADOPTION IN UNIVERSITIES: EUROPE VS MIDDLE EAST,https://pureportal.coventry.ac.uk/en/publications/major-differences-of-cloud-computing-adoption-in-universities-eur-2
166,EXTRACTION OF CARDIAC AND RESPIRATORY MOTION INFORMATION FROM CARDIAC X-RAY FLUOROSCOPY IMAGES USING HIERARCHICAL MANIFOLD LEARNING,https://pureportal.coventry.ac.uk/en/publications/extraction-of-cardiac-and-respiratory-motion-information-from-car
167,INFARCT SEGMENTATION CHALLENGE ON DELAYED ENHANCEMENT MRI OF THE LEFT VENTRICLE,https://pureportal.coventry.ac.uk/en/publications/infarct-segmentation-challenge-on-delayed-enhancement-mri-of-the-
168,REAL-TIME CATHETER EXTRACTION FROM 2D X-RAY FLUOROSCOPIC AND 3D ECHOCARDIOGRAPHIC IMAGES FOR CARDIAC INTERVENTIONS,https://pureportal.coventry.ac.uk/en/publications/real-time-catheter-extraction-from-2d-x-ray-fluoroscopic-and-3d-e
169,ADDING LOGICAL OPERATORS TO TREE PATTERN QUERIES ONGRAPH-STRUCTURED DATA,https://pureportal.coventry.ac.uk/en/publications/adding-logical-operators-to-tree-pattern-queries-ongraph-structur
